twitter_account,twitter_user,full_name,party,followers,tweet_count,retweets_total,favorites_total,retweets_per_tweet,favorites_per_tweet
RalphNorman,Ralph Norman,Ralph Norman,R,2832,226,944,3257,4.176991150442478,14.41150442477876
LouieGohmertTX1,Louie Gohmert,Louie Gohmert,R,6893,24,860,1609,35.833333333333336,67.04166666666667
RepDanKildee,Rep. Dan Kildee,Dan Kildee,D,53319,2864,177964,454997,62.13826815642458,158.86766759776538
RepRubenGallego,Ruben Gallego,Ruben Gallego,D,88520,2120,156149,385361,73.65518867924528,181.77405660377357
Kilili_Sablan,Del. Kilili Sablan,Gregorio Sablan,D,1963,1292,2747,5975,2.126160990712074,4.624613003095975
MarthaMcSallyAZ,Martha McSally,Martha McSally,R,27403,732,40928,145666,55.91256830601093,198.99726775956285
barrforcongress,Andy Barr,Andy Barr,R,5031,714,5444,15510,7.624649859943977,21.722689075630253
SenAmyKlobuchar,Senator Amy Klobuchar,Amy Klobuchar,D,81770,667,16112,48318,24.15592203898051,72.44077961019491
DanSullivan_AK,Dan Sullivan,Dan Sullivan,R,4741,23,14,78,0.6086956521739131,3.391304347826087
RonWyden,Ron Wyden,Ron Wyden,D,524449,5801,2118772,4718725,365.24254438889847,813.43302878814
KenCalvert,Ken Calvert,Ken Calvert,R,23590,2348,17201,59402,7.325809199318569,25.298977853492335
RonJohnsonWI,Ron Johnson,Ron Johnson,R,26087,58,615,2710,10.60344827586207,46.724137931034484
RepDanCrenshaw,Rep. Dan Crenshaw,Dan Crenshaw,R,667183,711,1074609,4678059,1511.4050632911392,6579.548523206751
JeffFortenberry,Jeff Fortenberry,Jeff Fortenberry,R,24627,1786,9171,31711,5.134938409854423,17.75531914893617
BenMcAdams,Ben McAdams,Ben McAdams,D,18527,342,4461,25423,13.043859649122806,74.33625730994152
RepPittenger,Congressman Robert Pittenger,Robert Pittenger,R,14310,1535,3095,7709,2.01628664495114,5.022149837133551
RepRyanZinke,Ryan Zinke,Ryan Zinke,R,9273,6,240,575,40.0,95.83333333333333
louiseslaughter,Louise Slaughter,Louise Slaughter,D,22349,1053,10715,24059,10.175688509021843,22.848053181386515
KatherineClark,Katherine Clark,Katherine Clark,D,12852,212,2528,7985,11.924528301886792,37.66509433962264
RepJuanVargas,Rep. Juan Vargas,Juan Vargas,D,26873,1175,19591,52120,16.673191489361702,44.35744680851064
Eshoo4Congress,Eshoo for Congress,Anna Eshoo,D,938,29,32,89,1.103448275862069,3.0689655172413794
TomGravesGA14,Archive: Tom Graves,Tom Graves,R,2917,148,332,906,2.2432432432432434,6.121621621621622
repkevinhern,Kevin Hern,Kevin Hern,R,6686,272,7098,18508,26.095588235294116,68.04411764705883
RepLawrence,Brenda Lawrence,Brenda Lawrence,D,29763,2333,17282,45753,7.407629661380197,19.61123017573939
RepCohen,Steve Cohen,Steve Cohen,D,84583,4328,373513,1094631,86.30152495378928,252.91843807763402
Axne4Congress,Cindy Axne,Cindy Axne,D,15805,907,9878,30158,10.890848952590959,33.250275633958104
RepJoeMorelle,Joe Morelle,Joseph D. Morelle,D,10285,1833,8066,32459,4.400436442989634,17.708128750681944
grace4congress,Grace Napolitano,Grace Napolitano,D,592,4,3,3,0.75,0.75
RepMarcyKaptur,Marcy Kaptur,Marcy Kaptur,D,25496,2053,30901,74334,15.051631758402339,36.207501217730155
SenBobCorker,Senator Bob Corker,Bob Corker,R,375727,1047,368602,1244072,352.0553963705826,1188.225405921681
RepGwenMoore,Rep. Gwen Moore,Gwen Moore,D,44838,2827,82339,208337,29.125928546162008,73.69543685886099
dankildee,Dan Kildee,Dan Kildee,D,6182,471,7056,19769,14.980891719745223,41.9723991507431
RepDavidTrone,Rep. David Trone,David Trone,D,13288,1354,28332,98882,20.92466765140325,73.02954209748893
RepRaulGrijalva,Raul M. Grijalva,Raul Grijalva,D,42484,3218,114769,246432,35.66469857054071,76.57924176507147
MarthaMcSally,Martha McSally,Martha McSally,R,121347,2795,204993,844835,73.3427549194991,302.2665474060823
RepSherrill,Rep. Mikie Sherrill,Mikie Sherrill,D,64595,1337,20101,96536,15.034405385190725,72.20344053851908
michaelcburgess,"Michael Burgess, MD",Michael Burgess,R,32759,1945,15870,45572,8.159383033419022,23.430334190231363
ToddYoungIN,Todd Young,Todd Young,R,11046,195,1442,2853,7.394871794871795,14.63076923076923
DanLipinski,Dan Lipinski,Dan Lipinski,D,1647,576,1899,12548,3.296875,21.78472222222222
PattyMurray,Senator Patty Murray,Patty Murray,D,470494,7941,1180860,3120716,148.7041934265206,392.98778491373884
JodeyArrington,Jodey Arrington,Jodey Arrington,R,3487,183,567,1976,3.098360655737705,10.797814207650273
gillibrandny,Sen. Kirsten Gillibrand,Kirsten Gillibrand,D,21752,784,14368,55267,18.3265306122449,70.4936224489796
RepWaltzPress,Congressman Waltz Press,Michael Waltz,R,19847,1797,101509,249156,56.48803561491375,138.65108514190317
AyannaPressley,Ayanna Pressley,Ayanna Pressley,D,1098613,2772,772550,5300825,278.6976911976912,1912.274531024531
SenJohnHoeven,Senator John Hoeven,John Hoeven,R,115656,2101,17027,70340,8.104236078058067,33.47929557353641
ChrisCoons,Senator Chris Coons,Chris Coons,D,204628,6165,299562,907999,48.59075425790754,147.28288726682888
repmarkpocan,Rep. Mark Pocan,Mark Pocan,D,112544,3101,440716,1053737,142.12060625604644,339.8055465978717
RodneyDavis,US Rep Rodney Davis,Rodney Davis,R,27057,2487,11343,42526,4.560916767189385,17.09931644551669
RepPeteKing,Pete King,Peter T. King,R,36204,760,78740,317087,103.60526315789474,417.21973684210525
SenBrianSchatz,Senator Brian Schatz,Brian Schatz,D,48603,407,17173,43590,42.19410319410319,107.1007371007371
RepTomGarrett,Tom Garrett,Tom Garrett Jr.,R,7387,1166,8992,15848,7.711835334476844,13.591766723842195
MarthaRobyAL,Martha Roby,Martha Roby,R,33933,2109,9435,40925,4.473684210526316,19.40493124703651
RepTimBurchett,Rep. Tim Burchett,Tim Burchett,R,18561,560,7446,33477,13.29642857142857,59.78035714285714
RepTjCox,Congressman TJ Cox,TJ Cox,D,9364,1201,9809,32151,8.167360532889258,26.770191507077435
LoriTrahanMA,Lori Trahan,Lori Trahan,D,7477,1370,7472,33728,5.454014598540146,24.618978102189782
SenCoryGardner,Cory Gardner,Cory Gardner,R,144658,2002,185671,470846,92.74275724275724,235.1878121878122
RepSylviaGarcia,Rep. Sylvia Garcia,Sylvia Garcia,D,66738,2015,149504,477512,74.1955334987593,236.9786600496278
RepValDemings,Rep. Val Demings,Val Demings,D,349809,5689,995197,3375085,174.93355598523468,593.265072947794
RepJerryNadler,Rep. Nadler,Jerry Nadler,D,456373,2914,1179388,3580815,404.73164035689774,1228.831503088538
replouiegohmert,Louie Gohmert,Louie Gohmert,R,402478,2368,225237,705585,95.11697635135135,297.9666385135135
EleanorNorton,Eleanor #DCStatehood Holmes Norton,Eleanor Holmes Norton,D,68125,2382,50771,151412,21.314441645675902,63.56507136859782
MittRomney,Mitt Romney,Mitt Romney,R,2100859,241,630499,3456312,2616.1784232365144,14341.543568464731
JahanaHayesCT,Jahana Hayes,Jahana Hayes,D,41418,793,14782,73832,18.640605296343,93.1046658259773
SenJeffMerkley,Senator Jeff Merkley,Jeff Merkley,D,507637,6011,2910453,7023950,484.18782232573614,1168.516053901181
RepMcCaul,Michael McCaul,Michael McCaul,R,40625,1660,29047,69861,17.498192771084337,42.084939759036146
JoeCunninghamSC,Joe Cunningham,Joe Cunningham,D,53248,1717,125298,467883,72.97495631916132,272.50029120559117
RepEdRoyce,Ed Royce,Ed Royce,R,26272,382,4372,12918,11.44502617801047,33.81675392670157
leezeldin,Lee Zeldin,Lee Zeldin,R,26270,841,53747,157747,63.908442330558856,187.57074910820452
RepMarciaFudge,Former Rep. Marcia L. Fudge,Marcia Fudge,D,53764,1913,43935,97761,22.966544694197594,51.10350235232619
JacksonLeeTX18,Sheila Jackson Lee,Sheila Jackson Lee,D,107014,3557,158775,426300,44.63733483272421,119.84818667416361
JackBergman_MI1,Jack Bergman,Jack Bergman,R,2106,79,1300,4262,16.455696202531644,53.949367088607595
RepCasten,Rep. Sean Casten,Sean Casten,D,20654,1560,25111,107831,16.09679487179487,69.12243589743589
RepJoshG,Rep Josh Gottheimer,Josh Gottheimer,D,16606,5060,12436,54871,2.457707509881423,10.84407114624506
RepDaveJoyce,Dave Joyce,David Joyce,R,21445,1623,14716,43335,9.067159581022798,26.700554528650645
Risch4Idaho,Jim Risch for US Senate,Jim Risch,R,883,7,55,136,7.857142857142857,19.428571428571427
ABrindisiNY,Anthony Brindisi,Anthony Brindisi,D,13634,1547,20582,66983,13.304460245636717,43.29864253393665
RepDonBeyer,Rep. Don Beyer,Don Beyer,D,107079,9353,1492381,3442790,159.5617448946862,368.0947289639688
Abby4Iowa,Abby Finkenauer,Abby Finkenauer,D,37095,1331,39520,220633,29.69196093163035,165.76483846731782
Schneider4IL10,Brad Schneider,Brad Schneider,D,18836,388,1825,6303,4.703608247422681,16.24484536082474
RepMikeLevin,Rep. Mike Levin,Mike Levin,D,18861,1079,48113,187424,44.59036144578313,173.70157553290085
vgescobar,Veronica Escobar,Veronica Escobar,D,35657,1482,37006,139186,24.97031039136302,93.91767881241566
WydenPress,WydenPress,Ron Wyden,D,14067,451,3031,5908,6.720620842572062,13.099778270509978
RepSpanberger,Rep. Abigail Spanberger,Abigail Spanberger,D,55999,2233,40430,163476,18.105687416032243,73.20913569189432
RepAngieCraig,Angie Craig,Angie Craig,D,31886,1520,14544,58696,9.56842105263158,38.61578947368421
RepCheri,Rep. Cheri Bustos,Cheri Bustos,D,34905,3085,43541,108567,14.113776337115073,35.19189627228525
SenatorCardin,Senator Ben Cardin,Ben Cardin,D,256999,3286,343385,798171,104.49939135727328,242.90048691418139
RepWalterJones,Rep. Walter Jones,Walter B. Jones Jr.,R,21094,841,4234,13722,5.0344827586206895,16.31629013079667
SenatorShaheen,Sen. Jeanne Shaheen,Jeanne Shaheen,D,122363,4365,151701,413263,34.753951890034365,94.67651775486827
RepSwalwell,Rep. Eric Swalwell,Eric Swalwell,D,1109852,4588,9297187,34192637,2026.4139058413252,7452.62358326068
joekennedy,Joe Kennedy III,Joe Kennedy III,D,794756,2050,4470739,13088627,2180.848292682927,6384.696097560975
PatRoberts,Pat Roberts,Pat Roberts,R,4285,28,153,341,5.464285714285714,12.178571428571429
RepJoeNeguse,Rep. Joe Neguse,Joe Neguse,D,233408,1748,59074,228643,33.79519450800915,130.80263157894737
InhofePress,Inhofe Press Office,Jim Inhofe,R,15435,342,1765,3626,5.1608187134502925,10.602339181286549
Call_Me_Dutch,Dutch Ruppersberger,Dutch Ruppersberger,D,18218,1714,9605,25091,5.603850641773629,14.638856476079347
Nate_McMurray,Nate McMurray,Patty Murray,D,18288,3230,63812,263249,19.756037151702785,81.50123839009288
RepAOC,Rep. Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez,D,692794,165,80060,362546,485.2121212121212,2197.2484848484846
JohnRoseforTN,John Rose,John Rose,R,2657,1147,1855,9912,1.6172624237140367,8.641673931996513
RepRodBlum,Rod Blum,Rod Blum,R,11873,922,4487,13228,4.866594360086768,14.347071583514099
ThomTillis,Thom Tillis,Thom Tillis,R,40656,923,20626,73646,22.346695557963162,79.78981581798483
SpanbergerVA07,Abigail Spanberger,Abigail Spanberger,D,66448,2770,108169,390210,39.05018050541516,140.87003610108303
MarkTakano,Mark Takano,Mark Takano,D,5759,17,1747,8320,102.76470588235294,489.4117647058824
RepSusieLee,Rep. Susie Lee,Susie Lee,D,28852,3000,38048,88909,12.682666666666666,29.636333333333333
RepRossSpano,Former Congressman Ross Spano,Ross Spano,R,4370,618,6274,17253,10.15210355987055,27.91747572815534
AngieCraigMN,Angie Craig,Angie Craig,D,20914,1617,31487,116626,19.47247990105133,72.12492269635126
RepMikeTurner,US Rep. Mike Turner,Mike Turner,R,37679,811,20414,98222,25.17139334155364,121.1122071516646
congbillposey,Bill Posey,Bill Posey,R,30701,109,393,928,3.6055045871559632,8.513761467889909
